Month,Temp_oC,NutAvail_N_Mpm2mo,NutAvail_P_Mpm2mo,NutAvail_Ca_Mpm2mo,NutAvail_Mg_Mpm2mo,NutAvail_K_Mpm2mo,PAR_uMpm2s,WaterAccessible_mpmo,AtmosphCO2_uLpL,Herbivores_kgLivepha,MaxCfixGivenTemp_prop,MaxCfixGivenLight_prop,MaxCfixGivenWater_prop,MaxCfixGivenCO2_prop,MaxCFixGivenN_prop,MaxCFixGivenP_prop,MaxCFixGivenCa_prop,MaxCFixGivenMg_prop,MaxCFixGivenK_prop,Plant_C_Mpm2,Plant_N_Mpm2,Uptake_C_Mpm2mo,Uptake_N_Mpm2mo,Uptake_P_Mpm2mo,Uptake_Ca_Mpm2mo,Uptake_Mg_Mpm2mo,Uptake_K_Mpm2mo,RootLengthDensity_Layer1_mpm3,RootLengthDensity_Layer2_mpm3,RootLengthDensity_Layer3_mpm3,RootLengthDensity_Layer4_mpm3,MycorLengthDensity_Layer1_mpcm3,MycorLengthDensity_Layer2_mpcm3,MycorLengthDensity_Layer3_mpcm3,MycorLengthDensity_Layer4_mpcm3,Litterfall_C_Layer1_Mpm2mo,Litterfall_C_Layer2_Mpm2mo,Litterfall_C_Layer3_Mpm2mo,Litterfall_C_Layer4_Mpm2mo,Leaf_C_Mpm2,Wood_C_Mpm2,Root_C_Mpm2,Mycor_C_Mpm2,Leaf_N_Mpm2,Wood_N_Mpm2,Root_N_Mpm2,Kdrought_Leaf, Kseasonal_Leaf, KHerbivory_Leaf,Kdrought_Wood, Kseasonal_Wood, KHerbivory_Wood,Kdrought_Root, Kseasonal_Root, KHerbivory_Root 
   478.000,    10.197,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.305,   395.000,     0.000,     0.907,     0.674,     1.000,     1.002,     0.674,     0.611,     1.121,     2.664,     6.869,   774.015,     9.426,    32.348,     0.982,     0.019,     0.082,     0.017,     0.143, 40598.835, 19152.452,  2132.741,     1.398,   648.942,   306.138,    34.090,     0.022,    18.784,     3.928,     3.499,     0.009,    42.692,   610.593,    76.855,    43.874,     1.286,     2.125,     0.914,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   479.000,     7.166,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.003,   395.000,     0.000,     0.691,     0.519,     0.034,     1.002,     0.692,     0.620,     1.140,     2.684,     6.886,   756.209,     8.746,     1.789,     0.054,     0.009,     0.005,     0.001,     0.008, 37408.388, 17647.362,  1965.140,     1.289,   597.945,   282.080,    31.411,     0.021,    14.630,     2.607,     2.322,     0.006,    36.011,   608.956,    70.816,    40.426,     1.085,     2.119,     0.842,     0.066,     0.168,     0.000,     0.000,     0.003,     0.000,     0.083,     0.084,     0.000,
   480.000,     5.234,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.945,   395.000,     0.000,     0.468,     0.560,     1.000,     1.002,     0.627,     0.623,     1.068,     2.605,     6.827,   757.517,     8.757,    24.749,     0.751,     0.046,     0.062,     0.013,     0.110, 37307.833, 17599.926,  1959.858,     1.285,   596.338,   281.322,    31.327,     0.021,    16.527,     3.430,     3.055,     0.008,    36.756,   609.819,    70.625,    40.318,     1.107,     2.122,     0.840,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   481.000,     4.923,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.540,   395.000,     0.000,     0.431,     0.568,     1.000,     1.002,     0.632,     0.627,     1.072,     2.608,     6.832,   765.383,     9.049,    22.778,     0.691,     0.043,     0.057,     0.012,     0.101, 38547.751, 18184.855,  2024.993,     1.328,   616.157,   290.671,    32.368,     0.021,    10.420,     2.169,     1.932,     0.005,    40.288,   610.465,    72.972,    41.657,     1.214,     2.124,     0.868,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   482.000,     4.777,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.290,   395.000,     0.000,     0.413,     0.587,     1.000,     1.002,     0.664,     0.656,     1.106,     2.645,     6.861,   772.043,     9.298,    21.867,     0.664,     0.041,     0.055,     0.011,     0.097, 39615.141, 18688.396,  2081.066,     1.365,   633.218,   298.720,    33.264,     0.022,    10.721,     2.173,     1.936,     0.005,    43.229,   611.010,    74.993,    42.811,     1.302,     2.126,     0.892,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   483.000,     6.310,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.255,   395.000,     0.000,     0.597,     0.690,     1.000,     1.002,     0.690,     0.680,     1.135,     2.675,     6.886,   785.958,     9.807,    31.569,     0.958,     0.059,     0.080,     0.017,     0.140, 41877.686, 19755.748,  2199.922,     1.443,   669.383,   315.781,    35.164,     0.023,    12.189,     2.603,     2.319,     0.006,    48.819,   612.607,    79.276,    45.256,     1.470,     2.132,     0.943,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   484.000,     8.017,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.062,   395.000,     0.000,     0.772,     0.778,     0.609,     1.002,     0.742,     0.726,     1.191,     2.737,     6.933,   796.938,    10.198,    32.199,     0.977,     0.060,     0.081,     0.017,     0.143, 43657.091, 20595.181,  2293.398,     1.504,   697.826,   329.199,    36.658,     0.024,    14.904,     3.046,     2.714,     0.007,    52.846,   614.269,    82.645,    47.179,     1.592,     2.137,     0.983,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   485.000,    11.476,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.759,   395.000,     0.000,     0.948,     0.829,     1.000,     1.002,     0.780,     0.761,     1.234,     2.782,     6.968,   813.434,    10.762,    40.232,     0.267,     0.019,     0.101,     0.021,     0.178, 46357.153, 21868.932,  2435.237,     1.597,   740.984,   349.559,    38.925,     0.026,    16.515,     3.453,     3.076,     0.008,    58.783,   616.798,    87.756,    50.097,     1.747,     2.146,     1.043,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   486.000,    13.913,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.409,   395.000,     0.000,     0.983,     0.854,     1.000,     1.002,     0.821,     0.790,     1.297,     2.851,     7.020,   830.033,    11.345,    41.788,     0.267,     0.019,     0.105,     0.022,     0.185, 49106.030, 23165.711,  2579.642,     1.692,   784.923,   370.287,    41.234,     0.027,    17.610,     3.628,     3.232,     0.008,    64.517,   619.489,    92.960,    53.068,     1.914,     2.155,     1.105,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   487.000,    16.177,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.688,   395.000,     0.000,     0.994,     0.868,     1.000,     1.002,     0.872,     0.820,     1.359,     2.919,     7.071,   817.885,    10.800,    43.374,     0.267,     0.019,     0.109,     0.023,     0.192, 46961.506, 22154.034,  2466.985,     1.618,   750.645,   354.116,    39.433,     0.026,    40.645,     7.469,     6.654,     0.016,    55.891,   622.344,    88.900,    50.750,     1.677,     2.165,     1.057,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   488.000,    15.890,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.321,   395.000,     0.000,     0.993,     0.852,     1.000,     1.002,     0.814,     0.749,     1.284,     2.841,     7.002,   806.590,    10.269,    39.611,     1.209,     0.019,     0.100,     0.021,     0.176, 44696.252, 21085.403,  2347.987,     1.540,   714.436,   337.034,    37.531,     0.025,    36.889,     7.049,     6.279,     0.015,    48.894,   624.781,    84.612,    48.302,     1.473,     2.174,     1.006,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   489.000,    13.592,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.609,   395.000,     0.000,     0.980,     0.808,     1.000,     1.002,     0.757,     0.691,     1.218,     2.771,     6.945,   796.195,     9.766,    36.532,     1.109,     0.019,     0.092,     0.019,     0.162, 42406.250, 20005.098,  2227.688,     1.461,   677.832,   319.767,    35.608,     0.023,    33.718,     6.649,     5.924,     0.015,    43.213,   626.877,    80.277,    45.827,     1.302,     2.181,     0.955,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   490.000,    10.762,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.124,   395.000,     0.000,     0.927,     0.674,     1.000,     1.002,     0.705,     0.643,     1.161,     2.709,     6.896,   801.912,     9.926,    33.992,     1.031,     0.019,     0.086,     0.018,     0.151, 43021.908, 20295.534,  2260.030,     1.482,   687.673,   324.409,    36.125,     0.024,    19.837,     4.152,     3.699,     0.009,    45.286,   628.691,    81.442,    46.493,     1.364,     2.188,     0.968,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   491.000,     7.730,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.616,   395.000,     0.000,     0.746,     0.519,     1.000,     1.002,     0.723,     0.650,     1.180,     2.729,     6.913,   802.230,     9.892,    27.460,     0.833,     0.057,     0.069,     0.014,     0.122, 42782.998, 20182.828,  2247.480,     1.474,   683.854,   322.607,    35.924,     0.024,    19.292,     3.900,     3.474,     0.009,    45.218,   629.789,    80.990,    46.234,     1.362,     2.191,     0.963,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   492.000,     5.799,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.227,   395.000,     0.000,     0.536,     0.560,     1.000,     1.002,     0.721,     0.709,     1.177,     2.725,     6.912,   803.291,     9.886,    28.359,     0.861,     0.053,     0.072,     0.015,     0.126, 42674.688, 20131.733,  2241.790,     1.470,   682.123,   321.791,    35.833,     0.023,    19.387,     3.925,     3.496,     0.009,    45.407,   630.981,    80.785,    46.117,     1.368,     2.195,     0.961,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   493.000,     3.947,     0.267,     0.019,     0.060,     0.049,     1.463,   391.458,     0.266,   395.000,     0.000,     0.320,     0.506,     1.000,     1.002,     0.722,     0.709,     1.177,     2.725,     6.913,   804.988,     9.953,    16.947,     0.514,     0.032,     0.043,     0.009,     0.075, 42925.818, 20250.203,  2254.982,     1.479,   686.137,   323.684,    36.044,     0.024,    10.964,     2.111,     1.881,     0.005,    46.410,   630.930,    81.260,    46.389,     1.398,     2.195,     0.966,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   494.000,     3.801,     0.267,     0.019,     0.060,     0.049,     1.463,   518.403,     0.178,   395.000,     0.000,     0.305,     0.607,     1.000,     1.002,     0.730,     0.717,     1.186,     2.734,     6.921,   805.928,     9.993,    16.144,     0.490,     0.030,     0.041,     0.008,     0.072, 43062.792, 20314.821,  2262.178,     1.483,   688.327,   324.717,    36.159,     0.024,    10.978,     2.087,     1.859,     0.005,    47.081,   630.791,    81.520,    46.537,     1.418,     2.195,     0.969,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   495.000,     5.333,     0.267,     0.019,     0.060,     0.049,     1.463,   804.387,     0.547,   395.000,     0.000,     0.480,     0.766,     1.000,     1.002,     0.736,     0.722,     1.191,     2.740,     6.926,   814.090,    10.293,    25.384,     0.770,     0.048,     0.064,     0.013,     0.113, 44377.559, 20935.061,  2331.245,     1.529,   709.342,   334.631,    37.263,     0.024,    12.121,     2.467,     2.198,     0.005,    50.466,   631.657,    84.008,    47.958,     1.520,     2.198,     0.999,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   496.000,     7.041,     0.267,     0.019,     0.060,     0.049,     1.463,  1006.092,     0.548,   395.000,     0.000,     0.678,     0.837,     1.000,     1.002,     0.767,     0.750,     1.225,     2.777,     6.954,   827.292,    10.761,    35.885,     1.089,     0.067,     0.090,     0.019,     0.159, 46486.814, 21930.099,  2442.049,     1.601,   743.057,   350.536,    39.034,     0.026,    15.822,     3.302,     2.941,     0.007,    55.392,   633.662,    88.001,    50.237,     1.668,     2.205,     1.046,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   497.000,    10.499,     0.267,     0.019,     0.060,     0.049,     1.463,  1083.003,     0.184,   395.000,     0.000,     0.918,     0.858,     1.000,     1.002,     0.813,     0.791,     1.277,     2.832,     6.997,   844.249,    11.341,    41.855,     0.267,     0.019,     0.106,     0.022,     0.186, 49237.039, 23227.514,  2586.524,     1.696,   787.017,   371.274,    41.344,     0.027,    17.304,     3.636,     3.239,     0.008,    61.522,   636.310,    93.208,    53.209,     1.831,     2.214,     1.108,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   498.000,    12.936,     0.267,     0.019,     0.060,     0.049,     1.463,  1130.721,     0.241,   395.000,     0.000,     0.973,     0.870,     1.000,     1.002,     0.856,     0.821,     1.342,     2.902,     7.050,   861.303,    11.940,    43.442,     0.267,     0.019,     0.110,     0.023,     0.193, 52037.294, 24548.531,  2733.627,     1.793,   831.777,   392.390,    43.695,     0.029,    18.428,     3.814,     3.398,     0.008,    67.438,   639.122,    98.509,    56.235,     2.006,     2.224,     1.171,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   499.000,    15.200,     0.267,     0.019,     0.060,     0.049,     1.463,  1109.018,     0.458,   395.000,     0.000,     0.991,     0.865,     1.000,     1.002,     0.911,     0.852,     1.406,     2.972,     7.102,   848.135,    11.350,    45.060,     1.392,     0.019,     0.114,     0.024,     0.200, 49661.187, 23427.605,  2608.805,     1.711,   793.797,   374.473,    41.700,     0.027,    42.565,     7.869,     7.010,     0.017,    58.356,   642.101,    94.011,    53.667,     1.758,     2.234,     1.118,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   500.000,    14.914,     0.267,     0.019,     0.060,     0.049,     1.463,  1063.580,     0.311,   395.000,     0.000,     0.990,     0.853,     1.000,     1.002,     0.851,     0.776,     1.325,     2.888,     7.030,     8.203,     0.409,    41.071,     1.246,     0.019,     0.104,     0.022,     0.182,  2758.595,  1301.364,   144.915,     0.095,    44.094,    20.801,     2.316,     0.002,   351.363,    40.325,    35.924,     0.088,     0.000,     0.000,     5.222,     2.981,     0.000,     0.000,     0.062,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   501.000,    12.616,     0.267,     0.019,     0.060,     0.049,     1.463,   964.425,     0.257,   395.000,   118.000,     0.969,     0.824,     1.000,     1.002,     0.184,     0.212,     0.500,     1.920,     6.274,     9.707,     0.418,     9.750,     0.260,     0.020,     0.027,     0.006,     0.048,  2535.921,  1196.318,   133.217,     0.087,    40.561,    19.135,     2.131,     0.001,     4.939,     1.649,     1.469,     0.004,     2.165,     0.000,     4.801,     2.742,     0.042,     0.000,     0.057,     0.000,     0.400,     0.057,     0.000,     0.000,     0.003,     0.000,     0.400,     0.030,
   502.000,     9.786,     0.267,     0.019,     0.060,     0.049,     1.463,   757.974,     0.272,   395.000,   118.000,     0.888,     0.745,     1.000,     1.002,     0.183,     0.224,     0.511,     1.927,     6.276,     7.047,     0.281,     9.670,     0.260,     0.020,     0.027,     0.006,     0.048,  1596.726,   753.254,    83.879,     0.055,    25.550,    12.053,     1.342,     0.001,     8.042,     2.168,     1.932,     0.005,     2.297,     0.000,     3.023,     1.727,     0.044,     0.000,     0.036,     0.000,     0.600,     0.057,     0.000,     0.000,     0.003,     0.000,     0.600,     0.030,
   503.000,     6.754,     0.267,     0.019,     0.060,     0.049,     1.463,   429.296,     0.258,   395.000,   118.000,     0.647,     0.539,     1.000,     1.002,     0.176,     0.218,     0.499,     1.901,     6.221,    10.277,     0.389,     9.332,     0.257,     0.019,     0.026,     0.005,     0.046,  2101.217,   991.246,   110.381,     0.072,    33.635,    15.867,     1.767,     0.001,     3.944,     1.047,     0.933,     0.002,     4.025,     0.000,     3.978,     2.274,     0.078,     0.000,     0.047,     0.000,     0.300,     0.057,     0.000,     0.000,     0.003,     0.000,     0.300,     0.030,
   504.000,     4.822,     0.267,     0.019,     0.060,     0.049,     1.463,   386.611,     0.251,   395.000,   118.000,     0.419,     0.502,     1.000,     1.002,     0.180,     0.233,     0.516,     1.926,     6.263,    16.253,     0.603,     9.514,     0.259,     0.020,     0.026,     0.005,     0.047,  3180.219,  1500.265,   167.064,     0.110,    50.916,    24.019,     2.675,     0.002,     2.129,     0.648,     0.578,     0.001,     6.791,     0.000,     6.020,     3.442,     0.131,     0.000,     0.072,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   505.000,     3.947,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.092,   395.000,   118.000,     0.320,     0.568,     0.905,     1.002,     0.187,     0.257,     0.549,     1.974,     6.347,    21.918,     0.805,     9.903,     0.261,     0.021,     0.027,     0.006,     0.049,  4203.958,  1983.212,   220.843,     0.145,    67.311,    31.754,     3.536,     0.002,     2.632,     0.749,     0.667,     0.002,     9.409,     0.000,     7.958,     4.551,     0.181,     0.000,     0.095,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   506.000,     3.801,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.594,   395.000,   118.000,     0.305,     0.587,     1.000,     1.002,     0.194,     0.281,     0.579,     2.019,     6.426,    27.288,     0.997,    10.271,     0.263,     0.021,     0.028,     0.006,     0.051,  5175.263,  2441.424,   271.867,     0.178,    82.867,    39.092,     4.353,     0.003,     3.109,     0.844,     0.752,     0.002,    11.889,     0.000,     9.797,     5.603,     0.229,     0.000,     0.116,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   507.000,     5.333,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.448,   395.000,   118.000,     0.480,     0.690,     1.000,     1.002,     0.201,     0.303,     0.608,     2.062,     6.501,    34.458,     1.255,    10.621,     0.266,     0.022,     0.029,     0.006,     0.052,  6569.608,  3099.205,   345.115,     0.226,   105.196,    49.626,     5.526,     0.004,     2.145,     0.583,     0.520,     0.001,    14.909,     0.000,    12.437,     7.112,     0.287,     0.000,     0.141,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   508.000,     7.041,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.526,   395.000,   118.000,     0.678,     0.778,     1.000,     1.002,     0.205,     0.330,     0.643,     2.107,     6.561,    41.485,     1.510,    10.820,     0.267,     0.022,     0.030,     0.006,     0.053,  7950.955,  3750.854,   417.680,     0.274,   127.317,    60.062,     6.688,     0.004,     2.408,     0.623,     0.555,     0.001,    17.826,     0.000,    15.051,     8.608,     0.343,     0.000,     0.165,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   509.000,    10.499,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.381,   395.000,   118.000,     0.918,     0.829,     1.000,     1.002,     0.207,     0.355,     0.675,     2.141,     6.587,    48.339,     1.759,    10.971,     0.267,     0.023,     0.030,     0.006,     0.054,  9312.620,  4393.217,   489.211,     0.321,   149.123,    70.349,     7.834,     0.005,     2.658,     0.661,     0.589,     0.001,    20.628,     0.000,    17.629,    10.082,     0.397,     0.000,     0.189,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   510.000,    12.936,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.302,   395.000,   118.000,     0.973,     0.854,     1.000,     1.002,     0.210,     0.380,     0.706,     2.175,     6.611,    55.026,     2.003,    11.120,     0.267,     0.023,     0.031,     0.006,     0.055, 10654.937,  5026.454,   559.726,     0.367,   170.620,    80.490,     8.963,     0.006,     2.901,     0.698,     0.622,     0.002,    23.320,     0.000,    20.170,    11.535,     0.449,     0.000,     0.213,     0.000,     0.010,     0.057,     0.000,     0.000,     0.003,     0.000,     0.010,     0.030,
   511.000,    15.200,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.674,   395.000,   118.000,     0.991,     0.868,     1.000,     1.002,     0.213,     0.404,     0.735,     2.207,     6.635,    57.819,     2.126,    11.268,     0.267,     0.023,     0.031,     0.006,     0.056, 11116.209,  5244.059,   583.958,     0.383,   178.007,    83.975,     9.351,     0.006,     5.661,     1.374,     1.224,     0.003,    24.741,     0.000,    21.043,    12.035,     0.477,     0.000,     0.250,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   512.000,    14.914,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.168,   395.000,   118.000,     0.990,     0.852,     1.000,     1.002,     0.233,     0.415,     0.749,     2.222,     6.647,    54.326,     1.992,    12.333,     0.267,     0.026,     0.034,     0.007,     0.061, 10378.328,  4895.964,   545.195,     0.357,   166.193,    78.401,     8.730,     0.006,    11.001,     2.425,     2.160,     0.005,    23.443,     0.000,    19.647,    11.236,     0.452,     0.000,     0.234,     0.000,     0.200,     0.057,     0.000,     0.000,     0.003,     0.000,     0.200,     0.030,
   513.000,    12.616,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.161,   395.000,   118.000,     0.969,     0.808,     1.000,     1.002,     0.229,     0.403,     0.733,     2.205,     6.635,    38.547,     1.410,    12.126,     0.267,     0.025,     0.033,     0.007,     0.060,  7322.346,  3454.308,   384.658,     0.252,   117.256,    55.316,     6.160,     0.004,    19.889,     4.112,     3.664,     0.009,    16.758,     0.000,    13.861,     7.928,     0.323,     0.000,     0.165,     0.000,     0.400,     0.057,     0.000,     0.000,     0.003,     0.000,     0.400,     0.030,
   514.000,     9.786,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.406,   395.000,   118.000,     0.888,     0.674,     1.000,     1.002,     0.213,     0.346,     0.662,     2.127,     6.577,    19.106,     0.697,    11.270,     0.267,     0.023,     0.031,     0.006,     0.056,  3607.616,  1701.889,   189.516,     0.124,    57.771,    27.253,     3.035,     0.002,    22.033,     4.471,     3.983,     0.010,     8.371,     0.000,     6.829,     3.906,     0.161,     0.000,     0.081,     0.000,     0.600,     0.057,     0.000,     0.000,     0.003,     0.000,     0.600,     0.030,
   515.000,     6.754,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.339,   395.000,   118.000,     0.647,     0.519,     1.000,     1.002,     0.190,     0.270,     0.565,     1.995,     6.383,    19.133,     0.695,    10.056,     0.262,     0.021,     0.028,     0.006,     0.050,  3585.144,  1691.288,   188.335,     0.123,    57.412,    27.084,     3.016,     0.002,     6.909,     1.548,     1.379,     0.003,     8.464,     0.000,     6.787,     3.882,     0.163,     0.000,     0.081,     0.000,     0.300,     0.057,     0.000,     0.000,     0.003,     0.000,     0.300,     0.030,
   516.000,     4.822,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.390,   395.000,   118.000,     0.419,     0.560,     1.000,     1.002,     0.190,     0.271,     0.565,     1.995,     6.383,    24.617,     0.892,    10.048,     0.262,     0.021,     0.028,     0.006,     0.050,  4588.151,  2164.455,   241.025,     0.158,    73.474,    34.661,     3.860,     0.003,     2.885,     0.786,     0.700,     0.002,    10.964,     0.000,     8.686,     4.967,     0.211,     0.000,     0.103,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   517.000,     3.947,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.317,   395.000,   118.000,     0.320,     0.568,     1.000,     1.002,     0.197,     0.293,     0.595,     2.040,     6.460,    29.819,     1.079,    10.409,     0.264,     0.022,     0.029,     0.006,     0.051,  5539.785,  2613.387,   291.016,     0.191,    88.713,    41.850,     4.660,     0.003,     3.345,     0.879,     0.783,     0.002,    13.334,     0.000,    10.487,     5.998,     0.257,     0.000,     0.125,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   518.000,     3.801,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.134,   395.000,   118.000,     0.305,     0.587,     1.000,     1.002,     0.203,     0.315,     0.623,     2.081,     6.533,    34.753,     1.256,    10.752,     0.266,     0.022,     0.030,     0.006,     0.053,  6442.678,  3039.326,   338.447,     0.222,   103.172,    48.671,     5.420,     0.004,     3.782,     0.968,     0.862,     0.002,    15.581,     0.000,    12.196,     6.975,     0.300,     0.000,     0.145,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
   519.000,     5.333,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.229,   395.000,   118.000,     0.480,     0.690,     1.000,     1.002,     0.208,     0.334,     0.646,     2.110,     6.565,    41.912,     1.516,    11.023,     0.267,     0.023,     0.030,     0.006,     0.054,  7857.520,  3706.775,   412.772,     0.271,   125.830,    59.360,     6.610,     0.004,     2.464,     0.629,     0.561,     0.001,    18.530,     0.000,    14.875,     8.507,     0.357,     0.000,     0.170,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   520.000,     7.041,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.165,   395.000,   118.000,     0.678,     0.778,     1.000,     1.002,     0.211,     0.359,     0.678,     2.145,     6.591,    48.891,     1.770,    11.172,     0.267,     0.023,     0.031,     0.006,     0.055,  9251.317,  4364.298,   485.991,     0.319,   148.150,    69.890,     7.783,     0.005,     2.717,     0.667,     0.595,     0.001,    21.361,     0.000,    17.513,    10.016,     0.412,     0.000,     0.194,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   521.000,    10.499,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.462,   395.000,   118.000,     0.918,     0.829,     1.000,     1.002,     0.214,     0.384,     0.710,     2.179,     6.616,    55.696,     2.020,    11.319,     0.267,     0.023,     0.031,     0.006,     0.056, 10624.451,  5012.072,   558.124,     0.366,   170.140,    80.263,     8.938,     0.006,     2.963,     0.705,     0.628,     0.002,    24.081,     0.000,    20.112,    11.503,     0.464,     0.000,     0.218,     0.000,     0.001,     0.057,     0.000,     0.000,     0.003,     0.000,     0.001,     0.030,
   522.000,    12.936,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.164,   395.000,   118.000,     0.973,     0.854,     1.000,     1.002,     0.217,     0.408,     0.740,     2.212,     6.641,    62.336,     2.264,    11.464,     0.267,     0.024,     0.032,     0.007,     0.057, 11977.293,  5650.274,   629.192,     0.413,   191.804,    90.483,    10.076,     0.007,     3.201,     0.742,     0.661,     0.002,    26.695,     0.000,    22.673,    12.968,     0.514,     0.000,     0.242,     0.000,     0.010,     0.057,     0.000,     0.000,     0.003,     0.000,     0.010,     0.030,
   523.000,    15.200,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.477,   395.000,   118.000,     0.991,     0.868,     1.000,     1.002,     0.219,     0.432,     0.769,     2.244,     6.664,    64.648,     2.371,    11.607,     0.267,     0.024,     0.032,     0.007,     0.057, 12352.325,  5827.195,   648.893,     0.425,   197.810,    93.317,    10.391,     0.007,     6.256,     1.489,     1.327,     0.003,    27.891,     0.000,    23.383,    13.374,     0.537,     0.000,     0.278,     0.000,     0.100,     0.057,     0.000,     0.000,     0.003,     0.000,     0.100,     0.030,
